Name,Profession,KnownMovie,About
" Anthony Michael Hall
",Actor,War,"
    Anthony Michael Hall was born in West Roxbury, Massachusetts. His parents are Mercedes Hall, an actress-blues and jazz singer, and Larry Hall, who owned an auto body shop. His stepfather is a show-business manager. His sister, Mary Christian, is also a performer. He has Irish and Italian ancestry. ...                 "
" Jonathan Keltz
",Actor,Entourage,"
    Jonathan Lippert Keltz was born in New York City, to Karin Lippert, who worked in public relations, and Martin Keltz, the co-founder and President of Scholastic Productions. He remained in the city through pre-school before moving upstate to Woodstock, New York, where he attended Poughkeepsie Day ...                 "
" Christine Taylor
",Actress,Dodgeball:,"
    Christine Taylor was born on July 30, 1971 in Allentown, Pennsylvania, USA as Christine Joan Taylor. She is an actress and writer, known for Dodgeball: A True Underdog Story (2004), The Wedding Singer (1998) and Zoolander (2001). She has been married to Ben Stiller since May 13, 2000. They have two...                 "
" Taylor Sheridan
",Writer,Hell,"
    Taylor Sheridan is an American actor, screenwriter, and director. He is best known for writing the screenplay for Sicario (2015), and Hell or High Water (2016), for which he received an Academy Award nomination for Best Original Screenplay.He also starred in the FX television series Sons of Anarchy...                 "
" Annabeth Gish
",Actress,Mystic,"
    A versatile actress, Annabeth Gish weathered the transition from child actor to adult, with a variety of dramatic and comedic roles on film and television.Anne Elizabeth Gish was born on March 13, 1971 in Albuquerque, New Mexico and moved with her family to Cedar Falls, at the age of two. Her ...                 "
" Luke Hemsworth
",Actor,Thor:,"
    Luke Hemsworth is known for his work on Thor: Ragnarok (2017), Westworld (2016) and Thor: The Dark World (2013). He has been married to Samantha since December 15, 2007. They have four children.                 "
" Penélope Cruz
",Actress,Vicky,"
    Known outside her native country as the ""Spanish enchantress"", Penélope Cruz Sánchez was born in Madrid to Eduardo Cruz, a retailer, and Encarna Sánchez, a hairdresser. As a toddler, she was already a compulsive performer, re-enacting TV commercials for her family's amusement, but she decided to ...                 "
" Ella Purnell
",Actress,Sweetbitter,"
    Ella Purnell was born in London, U.K. She is best known for her roles in Tim Burton's Miss Peregrine's Home For Peculiar Children (2016), in BBC One's Ordeal By Innocence (2017) and Starz' Sweetbitter (2017), in which she plays the series lead role of Tess in the adaptation of Stephanie Danler's ...                 "
" Maria Thayer
",Actress,Accepted,"
    Maria Thayer was born on October 30, 1975 in Boring, Oregon, USA as Maria Christina Thayer. She is an actress, known for Accepted (2006), State of Play (2009) and Forgetting Sarah Marshall (2008).                 "
" Oliver Stark
",Actor,9-1-1,"
    Oliver Stark (born 'Oliver Leon Jones') was born in London, England. His first professional acting job was in the UK Film Council's short film 'Follow', directed by David Alexander. He is best known for his series regular role as Ryder in AMC's Into the Badlands (2015) and Evan 'Buck' Buckley in ...                 "
" Ashley Williams
",Actress,How,"
    Ashley Williams was born on November 12, 1978 in Westchester County, New York, USA as Ashley Churchill Williams. She is an actress and producer, known for How I Met Your Mother (2005), The Jim Gaffigan Show (2015) and Something Borrowed (2011). She has been married to Neal Dodson since May 29, 2011...                 "
" Chiwetel Ejiofor
",Actor,12,"
    English actor, writer and director Chiwetel Ejiofor is renowned for his portrayal of Solomon Northup in 12 Years a Slave (2013), for which he received Academy Award and Golden Globe Award nominations, along with the BAFTA Award for Best Actor. He is also known for playing Okwe in Dirty Pretty Things...                 "
" Wendi McLendon-Covey
",Actress,Bridesmaids,"
    Wendi McLendon-Covey is best known for her playing Beverly Goldberg on ""The Goldbergs"", Deputy Clementine Johnson on ""Reno 911!"", Liz the crazy cat lady on ""Rules of Engagement"", Lydia Mayhew on ""Lovespring International"", and Rita in ""Bridesmaids."" Wendi was in the Sunday Company at L.A.s famed ...                 "
" Mia Goth
",Actress,Suspiria,"
    Mia Gypsy Mello da Silva Goth was born November 30, 1993 in Southwark, London, England, UK in Southwark, London, England to a Brazilian mother and a Canadian father. Goth moved to Brazil when she was a few weeks old and returned to Britain when she was five. She later briefly relocated to her ...                 "
" Aubrey Anderson-Emmons
",Actress,Modern,"
    Aubrey Anderson-Emmons was born in Santa Monica, California. She is an actress, best known for her role on Modern Family (2009) as ""Lily"", the adopted daughter of Mitchell Pritchett and Cameron Tucker. She also appeared in Distance (2014), the story of a man about to embark on a journey of ...                 "
" Amanda Peet
",Actress,2012,"
    Amanda Peet was born and raised in New York City. She is the daughter of Penny (Levy), a social worker, and Charles Peet, a lawyer, and has an older sister. Her father was of mostly English and German ancestry, and her mother was from a Jewish family (from Germany, Russia, and Hungary). Peet's ...                 "
" Scott Glenn
",Actor,The,"
    Scott Glenn was born January 26, 1939, in Pittsburgh, Pennsylvania, to Hope Elizabeth and Theodore Glenn, a salesman. As he grew up in Appalachia, his health was poor; he was bedridden for a year and doctors predicted he would limp for the rest of his life. During long periods of illness, Glenn was...                 "
" Channing Tatum
",Actor,21,"
    Channing Tatum was born in a small town, Cullman, Alabama, 50 miles north of Birmingham. He is the son of Kay (Faust), an airline worker, and Glenn Matthew Tatum, who worked in construction. Growing up, he was full of energy and somewhat troublesome, so his parents decided to enroll him in ...                 "
" Tom Payne
",Actor,Prodigal,"
    Thomas Payne (born 21 December 1982) is an English actor. He is known for appearing on AMC's The Walking Dead as Paul ""Jesus"" Rovia (2016-2018).Payne was born in Chelmsford, Essex, and grew up in Bath, Somerset, where he attended King Edward's School and was a prolific contributor to the school's ...                 "
" Aya Cash
",Actress,The,"
    Aya Cash was born on July 13, 1982 in San Francisco, California, USA as Aya Rachel Cash. She is an actress and producer, known for The Boys (2019), You're the Worst (2014) and Fosse/Verdon (2019). She has been married to Josh Alexander since September 2012.                 "
" Mark Hamill
",Actor,Star,"
    Mark Hamill is best known for his portrayal of Luke Skywalker in the original Star Wars trilogy - Star Wars (1977), Star Wars: Episode V - The Empire Strikes Back (1980), and Star Wars: Episode VI - Return of the Jedi (1983) - a role he reprised in Star Wars: Episode VII - The Force Awakens (2015), ...                 "
" Gina Torres
",Actress,Serenity,"
    Gina was born in New York City and is youngest of three children in a close-knit Cuban American family. Attended New York City's High School of Music and Art She is a gifted mezzo soprano and was trained in opera and jazz and also sang in a gospel choir.                 "
" Margaret Colin
",Actress,Independence,"
    Margaret Colin was born in Brooklyn, New York and raised on Long Island. She graduated from Baldwin Senior High School in 1976. Margaret began acting in The Edge of Night (1956) (her character was a heiress and former terrorist, with seven murder attempts), and was employed next on As the World ...                 "
" Lorraine Bracco
",Actress,Goodfellas,"
    Lorraine was voted the ""ugliest girl in the 6th grade"" at her Long Island grade school. She moved to France in 1974 where she became a fashion superstar for Jean-Paul Gaultier. Her sister is Elizabeth Bracco. Has two daughters, Stella Keitel by ex-boyfriend Harvey Keitel and Margaux Guerard by ...                 "
" Helen McCrory
",Actress,Harry,"
    Award-winning actress Helen Elizabeth McCrory was born in London, England, to Welsh-born Anne (Morgans) and Scottish-born Iain McCrory, a diplomat (from Glasgow). She trained at the Chang-Ren Nian. She began her career on stage in the UK. She won the Manchester Evening News' Best Actress Award for ...                 "
" Johnny Flynn
",Actor,Emma.,"
    Joe Flynn, A.K.A. Johnny Flynn, is an English poet, musician, and actor. He is the son of Eric Flynn, who was an actor who specialized in musicals. As a child, Johnny sang in the Winchester College chapel choir. He knew that he wanted to be a musician after listening to the Bob Dylan record, ""...                 "
